"X","j1","j2","j3","j4","j5","j6","j7","j8","j9","j10"
"WT",0,8,0,10,2,10,6,0,0,0
"Res",0,0,0,0,0,0,0,0,0,0
"CR",0,0,0,0,0,0,0,3,0,0
"comp1",1,1,2,0,1,0,1,1,1,1
"comp2",1,1,2,0,2,0,2,1,1,1
"comp3",1,0,1,0,2,0,1,4,1,1
"comp4",1,0,2,0,1,0,0,1,1,1
"comp5",1,0,1,0,1,0,0,0,1,2
"comp6",1,0,1,0,1,0,0,0,1,1
"comp7",2,0,1,0,0,0,0,0,1,2
"comp8",1,0,0,0,0,0,0,0,1,1
"comp9",1,0,0,0,0,0,0,0,1,0
"comp10",0,0,0,0,0,0,0,0,1,0
