"X","j1","j2","j3","j4","j5","j6","j7","j8","j9","j10"
"WT",0,0,0,8,0,0,10,1,0,9
"Res",1,1,0,0,1,0,0,3,3,0
"CR",0,0,0,0,0,0,0,0,0,0
"comp1",1,2,1,1,1,2,0,1,1,1
"comp2",1,1,1,1,1,1,0,1,1,0
"comp3",1,4,2,0,1,1,0,2,2,0
"comp4",5,1,1,0,2,1,0,1,1,0
"comp5",1,1,1,0,1,1,0,1,1,0
"comp6",0,0,1,0,1,1,0,0,1,0
"comp7",0,0,1,0,1,3,0,0,0,0
"comp8",0,0,1,0,1,0,0,0,0,0
"comp9",0,0,1,0,0,0,0,0,0,0
"comp10",0,0,0,0,0,0,0,0,0,0
