"X","j1","j2","j3","j4","j5","j6","j7","j8","j9","j10"
"WT",5,7,8,9,8,10,7,7,8,0
"Res",0,0,0,0,0,0,0,0,0,0
"CR",2,1,0,0,0,0,1,0,0,0
"comp1",1,1,1,1,1,0,1,1,2,1
"comp2",1,1,1,0,1,0,1,1,0,3
"comp3",1,0,0,0,0,0,0,1,0,1
"comp4",0,0,0,0,0,0,0,0,0,1
"comp5",0,0,0,0,0,0,0,0,0,1
"comp6",0,0,0,0,0,0,0,0,0,1
"comp7",0,0,0,0,0,0,0,0,0,1
"comp8",0,0,0,0,0,0,0,0,0,1
"comp9",0,0,0,0,0,0,0,0,0,0
"comp10",0,0,0,0,0,0,0,0,0,0
