"Gen","WT","Res","comp1","comp2","comp3","comp4","comp5","comp6","comp7","comp8","comp9","comp10","comp11","comp12","comp13","comp14","comp15","comp16","comp17","comp18","comp19","comp20","comp21","comp22","comp23","comp24","comp25","comp26","comp27","comp28","comp29","comp30","comp31","comp32","comp33","comp34","comp35","comp36","comp37","comp38","comp39","comp40","comp41","comp42","comp43","comp44","comp45","comp46","comp47","comp48","comp49","comp50","comp51","comp52","comp53","comp54","comp55","comp56","comp57","comp58","comp59","comp60","comp61","comp62","comp63","comp64","comp65","comp66","comp67","comp68","comp69","comp70","comp71","comp72","comp73","comp74","comp75","comp76","comp77","comp78","comp79","comp80","comp81","comp82","comp83","comp84","comp85","comp86","comp87","comp88","comp89","comp90","comp91","comp92","comp93","comp94","comp95","comp96","comp97","comp98","comp99","comp100","CR","sum"
1,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,9917,1,0,2,0,1,0,2,0,0,2,0,0,3,1,0,1,0,1,0,1,3,1,1,1,2,0,0,1,0,0,4,0,1,0,3,0,0,1,1,2,0,1,2,0,1,1,1,0,1,1,0,1,2,1,0,0,0,1,0,0,1,0,0,1,2,3,3,0,0,0,0,2,0,1,0,2,0,0,0,1,1,0,0,0,1,2,1,3,0,1,0,1,1,0,1,2,0,1,2,0,0,82
3,3,9833,1,1,2,0,1,0,1,1,0,4,2,0,5,2,0,4,0,2,0,1,5,4,1,1,0,1,1,4,1,0,2,3,1,1,3,1,2,1,0,3,1,0,9,1,1,2,3,0,2,1,0,1,4,1,1,4,1,2,0,4,1,0,1,1,1,2,4,2,0,1,0,4,2,3,0,1,1,1,4,2,3,0,1,1,3,2,2,3,0,1,2,3,1,2,1,2,1,2,3,0,0,164
4,5,9760,2,1,3,1,1,1,0,1,1,7,3,0,7,3,1,4,0,2,0,2,4,6,1,2,0,1,5,6,1,0,1,4,3,1,4,1,4,1,1,3,0,4,10,3,3,5,1,1,1,1,3,0,2,2,2,8,2,7,1,5,4,3,1,1,1,2,4,0,0,1,0,4,1,4,1,1,2,1,2,2,4,2,3,2,7,3,0,4,2,1,2,5,0,5,2,1,1,3,3,0,0,235
5,7,9672,2,1,6,2,2,2,0,1,0,11,7,0,7,4,4,1,1,1,2,3,4,7,1,0,1,1,4,8,3,0,2,5,5,3,6,3,3,2,0,4,2,10,15,1,3,8,0,1,0,3,1,4,4,3,3,15,3,8,1,5,5,3,0,0,2,7,7,0,2,3,3,2,1,7,3,1,3,2,3,0,6,2,5,2,5,3,0,3,1,0,5,9,1,3,6,0,0,3,1,3,0,321
6,8,9591,3,1,7,2,2,0,0,1,0,8,8,2,8,4,3,1,3,1,2,3,7,6,5,1,2,0,6,8,2,1,2,5,4,7,4,3,2,5,0,6,2,12,10,5,4,6,1,4,2,7,0,3,8,2,4,13,7,6,1,3,6,0,0,3,7,7,9,2,4,5,5,3,1,10,2,5,6,3,1,0,8,2,3,3,6,5,0,8,6,2,9,11,5,2,7,0,2,3,0,5,0,401
7,13,9482,5,2,8,4,5,0,2,1,1,8,11,0,7,5,5,2,7,1,4,5,5,7,5,3,0,0,2,11,2,3,4,8,5,8,3,8,5,7,1,3,2,17,11,5,6,7,1,1,3,11,3,3,12,1,8,22,6,7,2,3,7,2,1,5,7,8,10,4,9,6,5,3,6,14,1,8,5,5,1,0,12,2,1,3,4,5,2,16,5,4,8,11,3,2,6,0,2,4,2,2,0,505
8,21,9399,0,1,7,3,5,0,1,1,0,13,13,2,8,7,7,0,14,2,4,7,5,9,4,1,2,1,5,16,2,3,7,7,5,9,6,9,13,9,0,2,5,21,5,5,4,6,1,1,3,12,5,8,8,5,11,17,1,7,1,4,2,6,2,6,10,12,12,6,9,9,7,3,4,17,1,12,4,9,3,1,14,2,1,4,3,4,3,18,4,4,10,8,2,1,8,2,2,8,4,3,0,580
9,19,9339,0,2,7,4,12,1,2,2,0,6,15,3,10,7,8,2,19,1,3,7,8,9,4,1,4,3,4,17,2,0,11,5,7,6,5,15,8,6,0,2,4,21,5,3,3,4,3,3,8,12,5,10,10,5,9,20,1,5,2,11,4,3,5,4,13,16,12,7,8,13,7,7,5,12,0,11,2,14,8,1,14,0,0,7,4,3,3,13,7,4,13,10,5,2,10,3,6,5,7,2,0,642
10,17,9218,0,4,13,10,18,4,4,4,1,8,16,0,12,5,11,3,23,5,2,12,11,13,3,0,6,7,4,18,1,1,8,6,8,7,7,15,10,10,2,3,2,30,6,5,5,3,3,4,8,4,4,12,13,9,13,22,1,7,2,9,5,5,9,5,18,16,10,4,8,15,4,8,11,13,1,10,5,15,6,1,21,0,0,6,10,3,7,18,9,2,13,6,2,2,15,0,5,10,10,0,0,765
