"X","j1","j2","j3","j4","j5","j6","j7","j8","j9","j10"
"WT",0,0,0,0,0,10,0,0,0,0
"Res",0,0,0,0,0,0,0,0,0,0
"CR",10,0,10,0,10,0,0,0,6,0
"comp1",0,2,0,1,0,0,7,4,4,2
"comp2",0,1,0,2,0,0,1,6,0,1
"comp3",0,1,0,1,0,0,2,0,0,5
"comp4",0,3,0,3,0,0,0,0,0,1
"comp5",0,2,0,1,0,0,0,0,0,1
"comp6",0,1,0,2,0,0,0,0,0,0
"comp7",0,0,0,0,0,0,0,0,0,0
"comp8",0,0,0,0,0,0,0,0,0,0
"comp9",0,0,0,0,0,0,0,0,0,0
"comp10",0,0,0,0,0,0,0,0,0,0
