"Gen","WT","Res","comp1","comp2","comp3","comp4","comp5","comp6","comp7","comp8","comp9","comp10","comp11","comp12","comp13","comp14","comp15","comp16","comp17","comp18","comp19","comp20","comp21","comp22","comp23","comp24","comp25","comp26","comp27","comp28","comp29","comp30","comp31","comp32","comp33","comp34","comp35","comp36","comp37","comp38","comp39","comp40","comp41","comp42","comp43","comp44","comp45","comp46","comp47","comp48","comp49","comp50","comp51","comp52","comp53","comp54","comp55","comp56","comp57","comp58","comp59","comp60","comp61","comp62","comp63","comp64","comp65","comp66","comp67","comp68","comp69","comp70","comp71","comp72","comp73","comp74","comp75","comp76","comp77","comp78","comp79","comp80","comp81","comp82","comp83","comp84","comp85","comp86","comp87","comp88","comp89","comp90","comp91","comp92","comp93","comp94","comp95","comp96","comp97","comp98","comp99","comp100","CR","sum"
1,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,9912,0,0,0,1,2,0,1,2,1,0,1,2,4,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,2,4,0,1,2,2,0,0,1,0,2,1,2,0,2,0,0,2,2,0,1,0,0,1,1,0,0,0,2,3,1,1,2,0,0,2,0,1,1,0,1,1,1,2,0,1,0,1,2,1,0,2,0,2,1,1,0,1,2,0,0,1,0,1,1,0,1,3,0,1,2,0,88
3,3,9802,1,0,1,5,3,0,2,2,5,1,0,4,7,3,3,3,2,0,2,0,3,2,4,1,2,2,1,1,0,4,5,0,3,4,3,2,0,1,1,2,2,3,0,1,1,0,3,2,2,2,0,0,1,1,0,0,0,3,8,3,2,3,2,0,3,2,4,0,0,1,1,3,3,1,2,0,1,6,1,1,4,0,3,1,2,1,2,3,0,0,0,3,2,3,2,2,7,2,3,2,0,195
4,4,9682,1,2,0,5,2,0,4,1,9,2,1,4,4,4,4,5,5,1,7,2,5,4,4,1,2,7,3,2,1,7,6,2,6,5,6,2,0,2,1,4,0,5,0,1,1,0,6,5,3,1,0,0,2,2,2,0,2,6,7,7,3,4,2,0,8,1,5,0,2,6,3,3,6,0,3,2,0,9,0,2,4,1,7,0,2,8,3,3,0,2,1,7,5,7,3,3,11,2,3,0,0,314
5,7,9573,2,5,0,3,0,2,4,1,6,2,5,2,5,8,4,5,10,2,6,4,2,6,4,1,5,8,3,1,2,8,9,3,8,6,6,4,2,3,2,7,1,7,2,2,4,1,8,3,3,1,1,0,2,2,4,2,2,8,8,8,7,6,4,0,9,3,6,2,2,3,9,4,7,6,7,2,1,14,2,3,6,0,6,0,3,15,2,1,2,0,1,8,6,11,4,7,13,1,2,0,0,420
6,11,9493,4,6,0,7,1,3,5,3,7,3,15,3,4,8,7,6,8,0,7,4,2,12,2,0,7,11,4,3,3,7,8,5,6,9,0,8,2,3,3,7,2,7,4,2,5,1,15,6,4,2,0,3,4,4,1,2,1,7,6,5,8,14,0,1,10,6,8,1,2,8,8,8,7,5,7,1,1,10,6,10,5,0,10,1,4,16,3,2,5,1,3,8,4,10,3,2,10,1,3,0,0,496
7,10,9406,4,8,2,6,3,2,1,3,3,3,15,6,8,7,8,7,6,0,9,6,4,13,3,0,11,14,4,5,2,7,10,11,7,8,1,11,2,7,4,5,6,11,2,6,7,2,17,5,1,3,2,3,6,3,4,6,1,8,6,8,5,12,0,2,10,8,10,2,3,4,4,13,11,4,9,2,0,8,6,17,0,2,8,3,0,22,4,7,6,3,4,8,3,14,5,3,12,3,3,1,0,584
8,12,9313,4,3,3,13,6,3,5,5,4,4,12,4,9,7,10,8,3,0,13,8,5,15,3,1,14,22,7,9,5,7,10,14,6,9,1,17,4,5,10,5,13,12,2,7,9,3,16,2,1,7,2,5,9,4,0,10,2,10,10,8,1,10,3,1,9,11,11,1,4,3,5,12,12,3,7,3,1,5,4,14,0,4,7,6,0,25,7,14,6,4,7,10,3,9,3,1,14,4,4,2,0,675
9,18,9205,5,3,2,17,7,5,4,3,4,6,14,6,10,6,8,12,6,2,18,12,5,11,1,3,15,29,3,12,8,6,7,24,5,10,2,12,2,6,9,3,12,13,4,5,7,4,8,5,1,8,1,2,9,7,0,11,7,8,10,16,0,11,5,2,13,19,16,6,4,3,9,16,19,4,7,2,4,8,7,10,3,4,7,11,0,31,6,16,6,11,4,7,6,12,2,1,12,6,4,2,0,777
10,27,9132,7,5,3,18,12,5,4,8,8,5,12,9,8,8,12,12,5,5,31,12,7,9,2,2,14,39,5,14,2,5,4,25,3,15,2,16,6,7,12,4,12,11,7,9,6,7,8,5,2,9,1,1,6,3,1,15,9,8,11,16,1,10,2,3,12,13,14,9,7,5,13,14,22,9,8,1,6,8,4,8,1,9,3,14,1,22,8,16,6,10,5,6,7,11,3,2,11,4,4,0,0,841
11,25,9006,7,4,3,17,17,8,5,7,7,7,10,10,15,9,11,13,11,5,34,13,7,10,3,1,5,48,9,26,4,5,8,28,2,10,2,18,5,13,11,6,15,11,7,9,6,5,6,8,4,7,1,0,8,1,2,10,14,14,12,20,1,13,2,1,16,16,12,7,7,4,14,13,23,11,12,5,5,12,7,7,2,15,5,9,2,32,11,13,7,10,7,3,13,23,6,6,14,4,2,3,0,969
12,24,8921,9,4,4,24,21,5,7,8,9,13,15,6,18,7,17,21,11,3,36,17,17,9,4,0,4,47,13,20,8,4,9,22,3,14,3,19,8,9,15,9,18,18,5,15,5,5,8,10,6,5,4,0,9,1,2,7,8,15,10,17,3,13,6,3,7,16,14,7,8,3,13,10,34,9,17,10,3,11,5,6,3,21,6,12,2,28,14,14,11,7,4,4,15,22,5,3,9,5,4,8,0,1055
13,21,8795,13,3,7,31,25,5,7,7,6,18,17,2,19,10,16,36,7,5,29,26,19,7,3,0,6,52,6,16,3,7,11,35,3,7,4,23,9,12,27,10,21,21,2,16,9,5,9,18,3,6,5,0,11,2,4,15,8,16,12,23,3,15,3,5,5,19,15,8,10,6,9,9,30,7,15,12,4,12,5,3,4,27,5,10,1,33,17,15,11,11,7,3,17,23,8,7,9,11,4,11,0,1184
14,29,8764,16,4,9,34,30,5,5,5,3,23,11,1,17,11,16,26,13,9,33,28,20,7,1,0,11,54,4,17,6,9,13,34,4,7,4,29,7,14,24,13,25,21,5,14,4,9,7,10,4,6,5,0,10,0,8,17,10,13,9,27,2,15,7,3,5,19,15,7,9,5,11,13,27,5,19,14,9,9,5,1,1,32,2,15,2,32,11,11,15,5,8,2,17,16,5,10,12,10,3,17,0,1207
15,33,8625,15,5,11,36,33,10,9,7,3,27,11,0,19,7,22,26,15,9,40,21,14,7,0,0,17,58,3,15,8,15,8,39,5,7,7,19,8,17,22,13,30,24,5,11,7,8,8,17,7,7,9,1,5,1,16,19,10,13,14,24,4,26,9,4,6,19,25,10,11,4,12,20,31,5,18,15,8,12,11,2,0,39,1,18,3,28,7,10,15,3,11,4,20,17,7,14,10,12,3,24,0,1342
16,43,8589,17,5,10,31,29,8,9,6,7,27,14,0,20,6,20,27,19,7,42,22,13,6,2,0,25,46,4,10,5,31,5,41,6,10,10,23,11,15,27,14,20,25,5,9,8,8,8,21,7,9,4,2,8,4,9,19,8,8,13,24,5,27,8,3,8,19,30,10,13,9,11,17,40,7,17,22,8,17,13,0,0,32,2,14,3,27,10,10,18,3,6,2,25,16,11,9,7,12,5,23,0,1368
17,44,8487,17,7,11,31,30,8,12,8,7,23,17,2,23,2,14,20,24,9,62,29,17,7,3,0,24,49,4,11,5,33,3,39,9,12,9,19,10,24,28,18,21,34,6,8,10,6,8,15,6,10,5,4,5,5,6,19,10,9,10,39,11,31,13,9,7,16,31,9,18,11,10,22,44,7,15,31,11,16,16,1,0,33,2,20,4,22,17,7,17,4,3,3,13,10,11,6,7,16,6,23,0,1469
18,57,8407,11,4,10,39,31,9,11,5,2,23,18,3,23,3,17,16,19,11,60,38,24,6,2,0,27,62,3,11,4,27,2,42,18,10,7,16,10,25,35,30,21,38,9,6,16,7,6,18,4,13,1,4,1,5,7,23,8,9,10,33,12,20,9,12,5,14,42,6,18,13,11,26,53,7,16,23,11,9,21,4,2,39,1,22,8,21,20,5,15,8,5,2,15,12,11,11,11,15,6,22,0,1536
19,65,8322,10,6,8,38,30,3,23,3,1,28,15,3,25,5,14,16,23,16,66,40,30,8,2,1,28,57,6,10,3,24,6,35,21,7,15,23,17,17,38,32,20,39,11,6,13,8,1,22,4,15,2,7,2,7,6,18,12,6,12,37,8,28,5,7,5,13,47,5,25,12,7,38,52,5,15,22,11,9,18,7,3,44,1,29,7,22,21,6,17,8,8,1,19,8,13,11,13,16,3,22,1,1612
20,63,8225,13,7,9,39,30,4,29,5,1,28,20,5,11,5,16,18,20,19,73,28,25,8,4,3,31,69,6,10,4,20,8,28,22,3,16,25,13,22,33,31,21,45,11,8,16,8,3,22,5,19,1,6,2,7,6,14,12,3,20,40,15,33,5,8,4,18,49,9,28,16,5,42,53,8,12,27,18,3,20,11,3,44,4,26,8,19,19,3,22,9,9,0,28,7,20,13,13,13,7,30,1,1711
21,68,8167,14,0,11,40,33,7,27,1,0,25,17,3,9,5,18,19,20,21,68,29,28,7,4,8,32,75,8,13,4,19,4,26,25,4,14,17,12,21,32,35,16,29,16,10,16,5,7,27,8,23,3,11,2,11,7,19,18,4,19,46,15,34,4,8,2,19,51,10,32,12,7,45,56,9,16,25,21,8,20,14,3,50,2,25,15,17,15,6,24,10,9,0,30,4,19,16,12,13,9,25,1,1764
22,68,8049,21,1,14,39,37,13,25,1,2,21,11,2,6,6,20,20,23,18,76,28,29,12,5,14,32,88,10,14,4,23,8,31,25,3,15,18,12,19,28,35,17,39,15,11,19,7,9,30,7,24,3,13,0,13,13,28,27,7,19,47,15,20,3,8,3,29,50,8,30,12,5,54,50,11,16,26,19,5,23,16,7,44,3,20,20,18,16,5,23,14,9,1,35,5,17,19,15,15,13,24,0,1883
23,73,7976,19,1,14,55,28,13,21,5,5,18,11,0,7,4,26,18,27,26,104,38,24,17,6,11,40,78,10,9,10,21,6,35,23,4,17,26,9,20,25,42,21,39,11,14,22,12,13,33,9,24,3,12,1,16,14,27,27,9,17,62,22,18,3,12,4,23,35,5,26,9,3,60,48,11,16,17,20,4,24,16,10,30,3,21,15,14,14,6,17,19,15,3,36,3,12,19,16,17,9,37,0,1951
24,81,7926,13,2,14,51,28,17,22,4,3,17,6,3,8,6,34,19,27,20,115,41,23,17,12,14,51,75,13,8,9,23,9,43,24,3,17,19,16,18,26,49,21,43,14,20,23,11,10,26,12,29,6,10,0,24,14,22,24,8,16,49,18,16,2,15,3,27,29,6,23,7,3,59,41,14,16,17,21,2,23,8,10,42,3,27,17,12,18,13,18,13,12,1,42,4,12,25,20,18,5,30,0,1993
25,94,7769,16,1,16,45,30,21,25,6,3,13,6,4,8,8,36,22,30,24,130,43,26,16,14,12,50,64,16,10,13,24,11,46,23,7,24,23,24,22,22,44,19,46,17,25,31,12,14,23,19,26,9,13,2,23,11,22,26,10,17,54,19,20,4,17,6,30,33,6,23,7,3,56,33,26,17,11,16,4,35,6,10,35,4,32,21,17,22,16,12,10,15,1,42,4,18,24,22,18,7,37,1,2136
26,106,7690,22,2,21,49,25,30,27,6,3,15,9,5,8,8,26,23,21,24,129,43,25,23,10,10,53,79,13,9,11,31,10,60,28,7,18,26,25,24,24,27,20,56,15,28,38,11,12,23,18,27,7,12,5,24,9,24,34,11,17,63,19,25,6,16,6,22,29,3,21,11,2,65,31,24,22,8,15,2,41,9,10,35,8,27,22,16,21,17,12,11,16,0,41,4,22,18,20,20,4,39,1,2203
27,105,7587,28,3,22,45,28,31,26,10,3,13,17,3,4,9,31,16,28,21,122,48,23,23,11,10,53,62,13,8,13,27,8,59,28,15,12,34,29,30,35,24,17,53,14,26,41,12,8,25,21,43,11,10,5,20,7,27,41,14,17,65,22,26,7,11,3,25,37,3,24,8,5,74,27,25,35,14,18,1,47,6,14,29,9,27,20,15,24,26,12,15,19,0,41,3,31,22,20,18,4,38,1,2307
28,125,7490,30,3,30,51,31,38,32,12,5,15,22,4,4,10,39,14,31,19,115,42,21,24,17,8,33,49,12,8,9,29,14,57,23,13,7,43,26,36,40,29,18,55,13,24,47,7,16,23,21,44,9,15,10,16,10,24,41,10,19,64,23,28,11,13,5,28,36,1,30,6,3,75,26,22,42,13,19,1,56,3,11,33,10,35,15,16,28,30,9,15,22,0,45,4,40,22,23,18,2,32,3,2382
29,145,7386,30,2,27,43,31,36,29,9,8,19,25,1,7,9,30,18,33,21,107,51,18,22,10,8,29,44,17,6,15,35,16,66,21,17,11,34,32,33,38,25,25,49,24,22,45,7,16,32,25,44,10,13,7,27,14,27,40,15,18,66,17,28,9,14,6,24,35,2,35,6,1,81,24,25,46,23,21,3,72,3,15,32,12,37,9,26,34,31,5,12,29,0,46,4,36,27,21,17,3,33,6,2463
30,160,7280,33,4,30,44,39,32,34,3,10,11,23,2,5,7,29,20,25,25,119,59,19,28,12,10,30,47,20,2,13,33,12,65,23,20,7,33,34,36,49,23,29,49,27,26,42,11,21,33,27,52,12,15,14,31,19,25,37,9,12,70,17,33,15,6,7,16,29,2,32,4,1,76,19,19,62,29,26,1,74,0,16,24,18,38,9,31,44,34,7,9,36,0,39,3,32,28,28,22,4,32,7,2553
31,182,7155,27,5,27,40,34,26,35,8,5,10,29,2,7,9,24,28,29,22,113,65,15,38,7,15,30,46,13,1,11,32,8,79,24,19,11,38,31,42,49,20,30,57,44,25,41,12,18,32,24,65,14,17,14,35,31,14,39,7,19,76,18,36,17,11,6,20,31,1,35,10,2,92,20,17,67,27,30,4,74,1,20,25,15,39,11,43,39,45,10,7,27,0,48,1,30,22,24,18,3,17,12,2651
