"X","j1","j2","j3","j4","j5","j6","j7","j8","j9","j10"
"WT",0,0,0,0,0,0,0,10,0,0
"Res",0,0,0,0,0,0,0,0,0,0
"CR",0,3,0,0,0,9,0,0,0,0
"comp1",9,1,1,2,7,1,1,0,1,3
"comp2",1,4,1,1,2,0,2,0,1,4
"comp3",0,1,2,7,1,0,1,0,7,1
"comp4",0,1,1,0,0,0,2,0,1,2
"comp5",0,0,1,0,0,0,1,0,0,0
"comp6",0,0,2,0,0,0,3,0,0,0
"comp7",0,0,2,0,0,0,0,0,0,0
"comp8",0,0,0,0,0,0,0,0,0,0
"comp9",0,0,0,0,0,0,0,0,0,0
"comp10",0,0,0,0,0,0,0,0,0,0
