"X","j1","j2","j3","j4","j5","j6","j7","j8","j9","j10"
"WT",0,0,0,0,0,2,0,0,0,0
"Res",7,4,8,6,8,8,9,7,5,4
"CR",0,0,0,0,0,0,0,0,0,0
"comp1",3,3,1,3,1,0,1,3,5,1
"comp2",0,1,1,1,1,0,0,0,0,2
"comp3",0,2,0,0,0,0,0,0,0,2
"comp4",0,0,0,0,0,0,0,0,0,1
"comp5",0,0,0,0,0,0,0,0,0,0
"comp6",0,0,0,0,0,0,0,0,0,0
"comp7",0,0,0,0,0,0,0,0,0,0
"comp8",0,0,0,0,0,0,0,0,0,0
"comp9",0,0,0,0,0,0,0,0,0,0
"comp10",0,0,0,0,0,0,0,0,0,0
