"X","j1","j2","j3","j4","j5","j6","j7","j8","j9","j10"
"WT",5,9,0,1,1,3,0,1,0,6
"Res",0,0,3,1,1,0,0,1,2,0
"CR",0,0,0,0,0,0,0,0,0,0
"comp1",1,1,1,1,1,2,1,1,5,1
"comp2",2,0,1,1,1,1,2,1,1,1
"comp3",1,0,1,1,2,1,1,1,1,1
"comp4",1,0,1,1,1,1,3,1,1,1
"comp5",0,0,1,1,1,1,1,1,0,0
"comp6",0,0,1,1,2,1,1,1,0,0
"comp7",0,0,1,1,0,0,1,1,0,0
"comp8",0,0,0,1,0,0,0,1,0,0
"comp9",0,0,0,0,0,0,0,0,0,0
"comp10",0,0,0,0,0,0,0,0,0,0
