"X","j1","j2","j3","j4","j5","j6","j7","j8","j9","j10"
"WT",4,7,8,7,5,7,3,2,1,9
"Res",0,0,0,0,0,0,0,0,0,0
"CR",0,1,1,1,0,0,3,3,2,1
"comp1",1,1,1,1,1,1,1,1,1,0
"comp2",1,1,0,1,1,2,1,1,1,0
"comp3",1,0,0,0,1,0,1,1,1,0
"comp4",1,0,0,0,1,0,1,1,2,0
"comp5",1,0,0,0,1,0,0,1,1,0
"comp6",1,0,0,0,0,0,0,0,1,0
"comp7",0,0,0,0,0,0,0,0,0,0
"comp8",0,0,0,0,0,0,0,0,0,0
"comp9",0,0,0,0,0,0,0,0,0,0
"comp10",0,0,0,0,0,0,0,0,0,0
